Question,gt_sparql,generated_sparql,BLEU,Jaccard,BERTScore
Did the authors of 'Self-Stabilizing Network Decomposition' also publish a publication in IEEE Trans Autom. Sci. Eng.?,ASK { <https://dblp.org/rec/conf/hipc/BelkouchBCD99> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/hipc/BelkouchBCD99>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans Autom. Sci. Eng.' },"```sparql
ASK { <https://dblp.org/rec/conf/hipc/BelkouchBCD99> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/hipc/BelkouchBCD99>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans Autom. Sci. Eng.' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Was the paper 'Digital Representation: Racism on the World Wide Web' published in the year 2002?,ASK { <https://dblp.org/rec/journals/firstmonday/RajagopalB02> <https://dblp.org/rdf/schema#yearOfPublication> '2002' },"```sparql
ASK { <https://dblp.org/rec/journals/firstmonday/RajagopalB02> <https://dblp.org/rdf/schema#yearOfPublication> '2002' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"Is 'Online Advertising: Experimental Facts on Ethics, Involvement, and Product Type' of bibtex type Article?",ASK { <https://dblp.org/rec/journals/ijide/BehboudiH17> <http://purl.org/dc/terms/bibtexType> <http://purl.org/net/nknouf/ns/bibtex#Article> },"```sparql
ASK { <https://dblp.org/rec/journals/ijide/BehboudiH17> <http://purl.org/net/nknouf/ns/bibtex#type> '<http://purl.org/net/nknouf/ns/bibtex#Article>' } 
```",6.206021746903507e-78,0.925,"(0.9498512744903564, 0.9427601099014282, 0.9462924003601074)"
Did the authors of 'DECAPS: Detail-Oriented Capsule Networks' also publish a paper in ICUMT?,ASK { <https://dblp.org/rec/conf/miccai/MobinyYCN20> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/miccai/MobinyYCN20>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'ICUMT' },"```sparql
ASK { <https://dblp.org/rec/conf/miccai/MobinyYCN20> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/miccai/MobinyYCN20>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'ICUMT' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Is Microsoft Research Asia the primary affiliation of the authors of the paper 'Classical Sculpture Analysis via Shape Comparison'?,"ASK { <https://dblp.org/rec/conf/culture/ZhangLZMOOSI13> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> 'Microsoft Research Asia, Beijing, China' }","```sparql
ASK { 
<https://dblp.org/rec/conf/culture/ZhangLZMOOSI13> <https://dblp.org/rdf/schema#authoredBy> ?x . 
?x <https://dblp.org/rdf/schema#primaryAffiliation> 'Microsoft Research Asia' 
} 
```",0.6996313820728801,0.9148936170212766,"(0.9707043766975403, 0.9609086513519287, 0.9657816886901855)"
Does the publication 'Developing a Care Tracking System For the Elderly and Children' have bibtex type Inproceedings?,ASK { <https://dblp.org/rec/conf/icce-tw/WuCWZ19> <http://purl.org/dc/terms/bibtexType> <http://purl.org/net/nknouf/ns/bibtex#Inproceedings> },"ASK { <https://dblp.org/rec/conf/icce-tw/WuCWZ19> <http://purl.org/net/nknouf/ns/bibtex#type> '<http://purl.org/net/nknouf/ns/bibtex#Inproceedings>' } 
",6.206021746903507e-78,0.9285714285714286,"(0.9527378678321838, 0.9449803233146667, 0.948843240737915)"
Did the authors of the publication 'The Liberty Simulation Environment: A deliberate approach to high-level system modeling' also publish the paper 'What is published in our journals cannot change unless we do'?,ASK { <https://dblp.org/rec/journals/tocs/VachharajaniVPBMA06> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/ejis/Paul09> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/ejis/Paul09> != <https://dblp.org/rec/journals/tocs/VachharajaniVPBMA06>) },"```sparql
ASK { <https://dblp.org/rec/journals/tocs/VachharajaniVPBMA06> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/ejis/Paul09> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/tocs/VachharajaniVPBMA06> != <https://dblp.org/rec/journals/ejis/Paul09>) }
```",0.708339753228812,1.0,"(0.9922651648521423, 0.9922307729721069, 0.992247998714447)"
Is the publication 'TCP-FIT: An improved TCP algorithm for heterogeneous networks' classified as bibtex type Article?,ASK { <https://dblp.org/rec/journals/jnca/WangWZXH16> <http://purl.org/dc/terms/bibtexType> <http://purl.org/net/nknouf/ns/bibtex#Article> },ASK { <https://dblp.org/rec/journals/jnca/WangWZXH16> <http://purl.org/net/nknouf/ns/bibtex#type> '<http://purl.org/net/nknouf/ns/bibtex#Article>' },6.206021746903507e-78,0.9285714285714286,"(0.9525778293609619, 0.9459838271141052, 0.9492693543434143)"
Was the publication 'Negative Instance for the Edge Patrolling Beacon Problem' published in 2021?,ASK { <https://dblp.org/rec/conf/jcdcg/AbelADDHKKL18> <https://dblp.org/rdf/schema#yearOfPublication> '2021' },"ASK { <https://dblp.org/rec/conf/jcdcg/AbelADDHKKL18> <https://dblp.org/rdf/schema#yearOfPublication> '2021' } 
",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of the publication 'Real-time Voltage Control Using Deep Reinforcement Learning' also publish a publication in ICASSP?,ASK { <https://dblp.org/rec/journals/corr/abs-1904-09374> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/corr/abs-1904-09374>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'ICASSP' },"```sparql
ASK { <https://dblp.org/rec/journals/corr/abs-1904-09374> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/corr/abs-1904-09374>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'ICASSP' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of 'Higher Order Cut Finite Elements for the Wave Equation' also publish a paper in the venue Int. J. Technol. Manag.?,ASK { <https://dblp.org/rec/journals/jscic/StickoK19> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/jscic/StickoK19>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'Int. J. Technol. Manag.' },"```sparql
ASK { <https://dblp.org/rec/journals/jscic/StickoK19> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/jscic/StickoK19>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'Int. J. Technol. Manag.' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Is the publication 'Post Inequations' classified as bibtex type Article?,ASK { <https://dblp.org/rec/journals/mvl/Bankovic13> <http://purl.org/dc/terms/bibtexType> <http://purl.org/net/nknouf/ns/bibtex#Article> },"```sparql
ASK { <https://dblp.org/rec/journals/mvl/Bankovic13> <http://purl.org/net/nknouf/ns/bibtex#type> <http://purl.org/net/nknouf/ns/bibtex#Article> } 
```",7.262123179505913e-78,0.9743589743589743,"(0.9561565518379211, 0.951806902885437, 0.9539766907691956)"
Was the paper 'Improved NSAF Algorithms with Variable Control Parameter Against Impulsive Noises' published in the year 2020?,ASK { <https://dblp.org/rec/journals/cssp/ShenHYL20> <https://dblp.org/rdf/schema#yearOfPublication> '2020' },"```sparql
ASK { <https://dblp.org/rec/journals/cssp/ShenHYL20> <https://dblp.org/rdf/schema#yearOfPublication> '2020' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Was the publication 'Hierarchical decoding of double error correcting codes for high speed reliable memories' published in the year 2013?,ASK { <https://dblp.org/rec/conf/dac/Wang13> <https://dblp.org/rdf/schema#yearOfPublication> '2013' },"```sparql
ASK { <https://dblp.org/rec/conf/dac/Wang13> <https://dblp.org/rdf/schema#yearOfPublication> '2013' } 
```",1.0,1.0,"(0.9999998807907104, 0.9999998807907104, 0.9999998807907104)"
Is the paper '232 A 1920\u00D71080 30fps 611 mW five-view depth-estimation processor for light-field applications' categorised as bibtex type Inproceedings?,ASK { <https://dblp.org/rec/conf/isscc/ChenHWHMC15> <http://purl.org/dc/terms/bibtexType> <http://purl.org/net/nknouf/ns/bibtex#Inproceedings> },"ASK { <https://dblp.org/rec/conf/isscc/ChenHWHMC15> a <http://purl.org/net/nknouf/ns/bibtex#Inproceedings> } 
",7.262123179505913e-78,0.9024390243902439,"(0.9580179452896118, 0.973021924495697, 0.9654616713523865)"
Did the authors of the paper 'Probabilistic and Rule-Based Tagger of an Inflective Language- a Comparison' also publish the paper 'Semimartingale representation of fractional Riesz-Bessel motion'?,ASK { <https://dblp.org/rec/conf/anlp/HajicH97> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/fs/AnhN01> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/fs/AnhN01> != <https://dblp.org/rec/conf/anlp/HajicH97>) },"```sparql
ASK { <https://dblp.org/rec/conf/anlp/HajicH97> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/fs/AnhN01> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/fs/AnhN01> != <https://dblp.org/rec/conf/anlp/HajicH97>) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Is the paper 'Toward Systematic Design Considerations of Organizing Multiple Views' categorised as bibtex type Article?,ASK { <https://dblp.org/rec/journals/corr/abs-2207-07558> <http://purl.org/dc/terms/bibtexType> <http://purl.org/net/nknouf/ns/bibtex#Article> },"```sparql
ASK { <https://dblp.org/rec/journals/corr/abs-2207-07558> a <http://purl.org/net/nknouf/ns/bibtex#Article> } 
```",7.262123179505913e-78,0.926829268292683,"(0.9597019553184509, 0.9745413064956665, 0.9670647382736206)"
"Did the authors of the paper 'An integrated home server for communication, broadcast reception, and home automation' publish other papers in ICOIN?",ASK { <https://dblp.org/rec/journals/tce/HanPJP06> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/tce/HanPJP06>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'ICOIN' },"```sparql
ASK { <https://dblp.org/rec/journals/tce/HanPJP06> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/tce/HanPJP06>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'ICOIN' }
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Did the authors of the publication 'A video signal processor for motion-compensated field-rate upconversion in consumer television' also publish a publication in IEEE Conference on Mass Storage Systems and Technologies?,ASK { <https://dblp.org/rec/journals/jssc/LippensLHEHLMVP96> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/jssc/LippensLHEHLMVP96>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'MSST' },"```sparql
ASK { <https://dblp.org/rec/journals/jssc/LippensLHEHLMVP96> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/jssc/LippensLHEHLMVP96>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'MSST' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of the publication 'A New Method of Privacy Protection: Random k-Anonymous' also publish a publication in *SEM@NAACL-HLT?,ASK { <https://dblp.org/rec/journals/access/SongMTA19> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/access/SongMTA19>) . ?y <https://dblp.org/rdf/schema#publishedIn> '*SEM@NAACL-HLT' },"ASK { <https://dblp.org/rec/journals/access/SongMTA19> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/access/SongMTA19>) . ?y <https://dblp.org/rdf/schema#publishedIn> '*SEM@NAACL-HLT' } 
",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of 'An Academic Achievement Prediction Model Enhanced by Stacking Network' also publish a paper in IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.?,ASK { <https://dblp.org/rec/conf/iftc/ZhangLZ19> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/iftc/ZhangLZ19>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.' },"```sparql
ASK { <https://dblp.org/rec/conf/iftc/ZhangLZ19> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/iftc/ZhangLZ19>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of 'A Consistency-Preserving Mechanism for Web Services Response Caching' also publish a paper in J. ACM?,ASK { <https://dblp.org/rec/conf/icws/LiZQFD08> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/icws/LiZQFD08>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'J. ACM' },"```sparql
ASK { <https://dblp.org/rec/conf/icws/LiZQFD08> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/icws/LiZQFD08>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'J. ACM' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of the paper 'Design and implementation of a long-range low-power wake-up radio and customized DC-MAC protocol for LoRaWAN' also publish the paper 'Predictive Switch-Controller Association and Control Devolution for SDN Systems'?,ASK { <https://dblp.org/rec/conf/IEEEants/FroytlogHCB19> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/ton/HuangBSX20> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/ton/HuangBSX20> != <https://dblp.org/rec/conf/IEEEants/FroytlogHCB19>) },"```sparql
ASK { <https://dblp.org/rec/conf/IEEEants/FroytlogHCB19> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/ton/HuangBSX20> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/ton/HuangBSX20> != <https://dblp.org/rec/conf/IEEEants/FroytlogHCB19>) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of the paper 'An experiment in the use of Ada in course in software engineering' also publish the paper 'A Hierarchical Statistical Framework for the Extraction of Semantically Related Words in Textual Documents'?,ASK { <https://dblp.org/rec/conf/sigcse/LapalmeL86> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/conf/rskt/SuZB13> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/conf/rskt/SuZB13> != <https://dblp.org/rec/conf/sigcse/LapalmeL86>) },"```sparql
ASK { <https://dblp.org/rec/conf/sigcse/LapalmeL86> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/conf/rskt/SuZB13> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/conf/rskt/SuZB13> != <https://dblp.org/rec/conf/sigcse/LapalmeL86>) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of the paper 'A Machine-Checked Framework for Relational Separation Logic' publish other papers in ACM Trans. Intell. Syst. Technol.?,ASK { <https://dblp.org/rec/conf/sefm/CrespoK11> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/sefm/CrespoK11>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'ACM Trans. Intell. Syst. Technol.' },"ASK { <https://dblp.org/rec/conf/sefm/CrespoK11> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/sefm/CrespoK11>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'ACM Trans. Intell. Syst. Technol.' } 
",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of the paper 'Road-testing the English Resource Grammar Over the British National Corpus' also publish the paper 'Process Migration over CCNx'?,ASK { <https://dblp.org/rec/conf/lrec/BaldwinBFKO04> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/corr/Mosko17b> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/corr/Mosko17b> != <https://dblp.org/rec/conf/lrec/BaldwinBFKO04>) },"```sparql
ASK { <https://dblp.org/rec/conf/lrec/BaldwinBFKO04> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/corr/Mosko17b> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/corr/Mosko17b> != <https://dblp.org/rec/conf/lrec/BaldwinBFKO04>) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of the publication 'A Multi-Layer Security Enabled Quality of Service (QoS) Management Architecture' also publish the paper 'Cluster-based approach for successful solving real-world vehicle routing problems'?,ASK { <https://dblp.org/rec/conf/edoc/MohammadCWWS07> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/conf/fedcsis/ZunicDSD20> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/conf/fedcsis/ZunicDSD20> != <https://dblp.org/rec/conf/edoc/MohammadCWWS07>) },"```sparql
ASK { <https://dblp.org/rec/conf/edoc/MohammadCWWS07> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/conf/fedcsis/ZunicDSD20> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/conf/fedcsis/ZunicDSD20> != <https://dblp.org/rec/conf/edoc/MohammadCWWS07>) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of the publication 'Dominoes and Storyboards: Beyond \Icons on Strings\' also publish the paper 'Visualization of phase distribution in lead-bismuth eutectic during one-dimensional solidification process'?,ASK { <https://dblp.org/rec/conf/vl/Lieberman92> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/jvis/ItoSSPSK19> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/jvis/ItoSSPSK19> != <https://dblp.org/rec/conf/vl/Lieberman92>) },"```sparql
ASK { <https://dblp.org/rec/conf/vl/Lieberman92> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/jvis/ItoSSPSK19> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/jvis/ItoSSPSK19> != <https://dblp.org/rec/conf/vl/Lieberman92>) } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Is Link\u00F6ping University the primary affiliation of the authors of 'An interactive visual exploration tool for Northern California's water-monitoring network'?,"ASK { <https://dblp.org/rec/conf/vda/Sreevalsan-Nair07> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> 'Link\u00F6ping University, Sweden' }","```sparql
ASK { <https://dblp.org/rec/conf/vda/Sreevalsan-Nair07> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> 'Link\u00F6ping University' } 
```",0.7369231628533763,0.9583333333333334,"(0.9888613224029541, 0.9937057495117188, 0.9912775754928589)"
Did the authors of the paper 'Timing Matters? Learning of Complex Spatiotemporal Sequences in Left-hemisphere Stroke Patients' also publish 'Recent advances and opportunities in scene classification of aerial images with deep models'?,ASK { <https://dblp.org/rec/journals/jocn/DovernFTSKWK16> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/corr/abs-1806-00899> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/corr/abs-1806-00899> != <https://dblp.org/rec/journals/jocn/DovernFTSKWK16>) },"```sparql
ASK { <https://dblp.org/rec/journals/jocn/DovernFTSKWK16> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/corr/abs-1806-00899> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/corr/abs-1806-00899> != <https://dblp.org/rec/journals/jocn/DovernFTSKWK16>) }
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Is University of Sheffield the primary affiliation of the authors of 'Multi-domain Clinical Natural Language Processing with MedCAT: the Medical Concept Annotation Toolkit'?,"ASK { <https://dblp.org/rec/journals/corr/abs-2010-01165> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> 'University of Sheffield, England, UK' }","```sparql
ASK { <https://dblp.org/rec/journals/corr/abs-2010-01165> <https://dblp.org/rdf/schema#authoredBy> ?x . ?x <https://dblp.org/rdf/schema#primaryAffiliation> 'University of Sheffield' } 
```",0.6996313820728801,0.9565217391304348,"(0.9900451302528381, 0.9985332489013672, 0.9942710995674133)"
Did the authors of the publication 'Examining Critical Success Factors for Sustainable Information Society - Lessons Learned from Poland' also publish a publication in CoRR?,ASK { <https://dblp.org/rec/conf/ecis/Ziemba15> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/ecis/Ziemba15>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },"```sparql
ASK { <https://dblp.org/rec/conf/ecis/Ziemba15> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/ecis/Ziemba15>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"Did the authors of 'Cytokeratin-Supervised Deep Learning for Automatic Recognition of Epithelial Cells in Breast Cancers Stained for ER, PR, and Ki-67' also publish the publication 'SPECS: smart partial enciphering service for accessing encrypted files with efficient and transparent'?",ASK { <https://dblp.org/rec/journals/tmi/ValkonenIYMSTNR20> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/conf/ccs/ParkR07> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/conf/ccs/ParkR07> != <https://dblp.org/rec/journals/tmi/ValkonenIYMSTNR20>) },"```sparql
ASK { <https://dblp.org/rec/journals/tmi/ValkonenIYMSTNR20> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/conf/ccs/ParkR07> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/conf/ccs/ParkR07> != <https://dblp.org/rec/journals/tmi/ValkonenIYMSTNR20>) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"Did the authors of 'A Domain Model for eParticipation' also publish 'Generation, Validation, and Utilization of a Three-Dimensional Pharmacophore Model for EP3 Antagonists'?",ASK { <https://dblp.org/rec/conf/iciw/KalampokisTT08> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/jcisd/MishraS10> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/jcisd/MishraS10> != <https://dblp.org/rec/conf/iciw/KalampokisTT08>) },"```sparql
ASK { <https://dblp.org/rec/conf/iciw/KalampokisTT08> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/jcisd/MishraS10> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/jcisd/MishraS10> != <https://dblp.org/rec/conf/iciw/KalampokisTT08>) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"Did the authors of 'Effect of Snow Surface Metamorphism on Aquarius L-Band Radiometer Observations at Dome C, Antarctica' also publish a publication in Scientometrics?",ASK { <https://dblp.org/rec/journals/tgrs/BruckerDPC14> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/tgrs/BruckerDPC14>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'Scientometrics' },"```sparql
ASK { <https://dblp.org/rec/journals/tgrs/BruckerDPC14> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/journals/tgrs/BruckerDPC14>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'Scientometrics' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"Did the authors of 'Modeling, Simulating and Configuring Programmable Wireless Environments for Multi-User Multi-Objective Networking' also publish 'Label correlation in multi-label classification using local attribute reductions with fuzzy rough sets'?",ASK { <https://dblp.org/rec/journals/corr/abs-1812-11429> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/fss/CheCM22> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/fss/CheCM22> != <https://dblp.org/rec/journals/corr/abs-1812-11429>) },"```sparql
ASK { <https://dblp.org/rec/journals/corr/abs-1812-11429> <https://dblp.org/rdf/schema#authoredBy> ?x . <https://dblp.org/rec/journals/fss/CheCM22> <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (<https://dblp.org/rec/journals/fss/CheCM22> != <https://dblp.org/rec/journals/corr/abs-1812-11429>) }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Did the authors of the paper 'Supporting effective unexpected exceptions handling in workflow management systems' publish other papers in iConference?,ASK { <https://dblp.org/rec/conf/sac/MouraoA07> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/sac/MouraoA07>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'iConference' },"```sparql
ASK { <https://dblp.org/rec/conf/sac/MouraoA07> <https://dblp.org/rdf/schema#authoredBy> ?x . ?y <https://dblp.org/rdf/schema#authoredBy> ?x FILTER (?y != <https://dblp.org/rec/conf/sac/MouraoA07>) . ?y <https://dblp.org/rdf/schema#publishedIn> 'iConference' }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
