Question,GT SPARQL,Generated SPARQL,BLEU,Jaccard,BERTScore
List the papers published by Matteo Rocca and in which year.,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/2078> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },SELECT DISTINCT ?paper ?year WHERE { ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/2078> . ?paper <https://dblp.org/rdf/schema#yearOfPublication> ?year },4.376214235595946e-78,0.98,"(0.9675095677375793, 0.9779306650161743, 0.9726921916007996)"
In which venues did the author Kathrin K. publish papers in the last 3 years and what are the titles of these papers?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/72/6610> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/72/6610> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },1.0,1.0,"(1.0, 1.0, 1.0)"
Mention the papers published by Xiangyu L. and in which year.,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/45/63> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/45/63> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },1.0,1.0,"(1.0, 1.0, 1.0)"
"Mention the other authors with whom Ralyt\u00E9, J. has co-authored papers in the last 9 years and where are they affiliated.",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/79/3065> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/79/3065>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/79/3065> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/79/3065>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },1.0,1.0,"(1.0, 1.0, 1.0)"
"List the co-authors of Choi, S. and where are they affiliated.",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/4669> . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/86/4669>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },SELECT DISTINCT ?coauthor ?affiliation WHERE { ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/4669> . ?paper <https://dblp.org/rdf/schema#authoredBy> ?coauthor FILTER(?coauthor != <https://dblp.org/pid/86/4669>) . ?coauthor <https://dblp.org/rdf/schema#primaryAffiliation> ?affiliation },4.566847763730152e-78,0.9622641509433962,"(0.9686287045478821, 0.9711270332336426, 0.9698763489723206)"
"List the co-authors of Myers, Brad A. and where are they affiliated.",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/1970> . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/54/1970>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },SELECT DISTINCT ?coauthor ?affiliation WHERE { <https://dblp.org/pid/54/1970> <https://dblp.org/rdf/schema#authoredBy> ?paper . ?paper <https://dblp.org/rdf/schema#authoredBy> ?coauthor FILTER(?coauthor != <https://dblp.org/pid/54/1970>) . ?coauthor <https://dblp.org/rdf/schema#primaryAffiliation> ?affiliation },3.4700539018203934e-78,0.9636363636363636,"(0.9591665267944336, 0.9622458219528198, 0.9607036709785461)"
"Name the co-authors of Bayley, Ian in the last 4 years and where are they affiliated?",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/6181> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-4) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/76/6181>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/6181> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-4) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/76/6181>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },1.0,1.0,"(1.0, 1.0, 1.0)"
"Which papers did author Upfal, E. publish and in which year?",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/u/EliUpfal> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/u/EliUpfal> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },1.0,1.0,"(1.0, 1.0, 1.0)"
What are the papers published by S. Feng and in which year?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/08/8099> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },SELECT DISTINCT ?paperTitle ?year WHERE { ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/08/8099> . ?paper <https://dblp.org/rdf/schema#title> ?paperTitle . ?paper <https://dblp.org/rdf/schema#publishedInYear> ?year },3.472667880247652e-78,0.9166666666666666,"(0.9575345516204834, 0.9571733474731445, 0.9573538899421692)"
Did A. Hertz publish the paper 'Quelques utilisations de la struction' in the last 5 years?,ASK { <https://dblp.org/rec/journals/dm/Hertz86> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/h/AlainHertz> . <https://dblp.org/rec/journals/dm/Hertz86> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) },ASK { <https://dblp.org/rec/journals/dm/Hertz86> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/h/AlainHertz> . <https://dblp.org/rec/journals/dm/Hertz86> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Has the author Liya Wang published in Math. Comput. Model. in the last five years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/3856> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> 'Math. Comput. Model.' },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/3856> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> 'Math. Comput. Model.' },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Did the author Zhao Zhang publish in NAS in the last five years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/87/6853-10> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> 'NAS' },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/87/6853-10> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> 'NAS' },1.0,1.0,"(1.0, 1.0, 1.0)"
Did Robert Frontczak and F. Daniyal co-author the paper 'Relating Fibonacci Numbers to Bernoulli Numbers via Balancing Polynomials'?,ASK { <https://dblp.org/rec/journals/jintseq/Frontczak19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/9652> . <https://dblp.org/rec/journals/jintseq/Frontczak19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/74/7547> },ASK { <https://dblp.org/rec/journals/jintseq/Frontczak19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/9652> . <https://dblp.org/rec/journals/jintseq/Frontczak19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/74/7547> },1.0,1.0,"(1.0, 1.0, 1.0)"
Does C. M. H. de Figueiredo have an ORCID?,ASK { <https://dblp.org/pid/09/5415> <https://dblp.org/rdf/schema#orcid> ?x },ASK { <https://dblp.org/pid/09/5415> <https://dblp.org/rdf/schema#hasORCID> ?orcid },6.206021746903507e-78,0.85,"(0.9814149141311646, 0.9736637473106384, 0.9775239825248718)"
Does the person named Dmitry M. Rusakov have an ORCID?,ASK { <https://dblp.org/pid/65/922> <https://dblp.org/rdf/schema#orcid> ?x },ASK { <https://dblp.org/pid/65/922> <https://dblp.org/rdf/schema#orcid> ?orcid },0.537284965911771,0.9705882352941176,"(0.9841338396072388, 0.9828401803970337, 0.9834865927696228)"
"Did the author Doremieux, O. publish the paper 'The PANTHER database of protein families, subfamilies, functions and pathways' in Nucleic Acids Res.?",ASK { <https://dblp.org/rec/journals/nar/MiLLKVRGMDCKT05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/93/6686> . <https://dblp.org/rec/journals/nar/MiLLKVRGMDCKT05> <https://dblp.org/rdf/schema#publishedIn> 'Nucleic Acids Res.' },ASK { <https://dblp.org/rec/journals/nar/MiLLKVRGMDCKT05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/93/6686> . <https://dblp.org/rec/journals/nar/MiLLKVRGMDCKT05> <https://dblp.org/rdf/schema#publishedIn> 'Nucleic Acids Res.' },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"Did Cragg, P. B. publish the paper 'Margi Levy, Philip Powell, Strategies for Growth in SMEs: The Role of Information and Information Systems, ISBN: 0750663510' in the last six years?",ASK { <https://dblp.org/rec/journals/ipm/Cragg06> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/4077> . <https://dblp.org/rec/journals/ipm/Cragg06> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-6) },ASK { <https://dblp.org/rec/journals/ipm/Cragg06> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/4077> . <https://dblp.org/rec/journals/ipm/Cragg06> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-6) },1.0,1.0,"(1.0, 1.0, 1.0)"
Was the paper 'Teaching Undergraduate Nursing Students Renal Care in a 3D Gaming Environment' published by Joanne Foster?,ASK { <https://dblp.org/rec/conf/ni/FosterD09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/55/7363> },ASK { <https://dblp.org/rec/conf/ni/FosterD09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/55/7363> . },0.6434588841607617,1.0,"(0.9988973140716553, 0.9954807758331299, 0.9971861243247986)"
"Did the author Luo, Zhaoyi publish the paper 'BSML-mbeddr: integrating semantically configurable state-machine models in a C programming environment' in International Conference on Software Language Engineering?",ASK { <https://dblp.org/rec/conf/sle/LuoA16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/133/3656> . <https://dblp.org/rec/conf/sle/LuoA16> <https://dblp.org/rdf/schema#publishedIn> 'SLE' },ASK { <https://dblp.org/rec/conf/sle/LuoA16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/133/3656> . <https://dblp.org/rec/conf/sle/LuoA16> <https://dblp.org/rdf/schema#publishedIn> 'International Conference on Software Language Engineering' },0.49009410393069486,0.9523809523809523,"(0.9818663597106934, 0.9738529324531555, 0.9778432846069336)"
Was the paper 'An Approximation Algorithm for Active Friending in Online Social Networks' published by Weili Wu in CoRR?,ASK { <https://dblp.org/rec/journals/corr/abs-1811-00643> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/WeiliWu> . <https://dblp.org/rec/journals/corr/abs-1811-00643> <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },ASK { <https://dblp.org/rec/journals/corr/abs-1811-00643> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/WeiliWu> . <https://dblp.org/rec/journals/corr/abs-1811-00643> <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },1.0,1.0,"(1.0, 1.0, 1.0)"
"Did Eom, Jieun publish the paper 'Privacy-Preserving Machine Learning with Fully Homomorphic Encryption for Deep Neural Network' in the last two years?",ASK { <https://dblp.org/rec/journals/corr/abs-2106-07229> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/189/0137> . <https://dblp.org/rec/journals/corr/abs-2106-07229> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-2) },ASK { <https://dblp.org/rec/journals/corr/abs-2106-07229> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/189/0137> . <https://dblp.org/rec/journals/corr/abs-2106-07229> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-2) },1.0,1.0,"(1.0, 1.0, 1.0)"
Did the author Jingsheng Lei publish in IEEE Trans. Computational Imaging in the last 3 years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/09/669> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Computational Imaging' },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/09/669> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Computational Imaging' },1.0,1.0,"(1.0, 1.0, 1.0)"
"Did Wakeley, T. publish the paper 'Economic Organization and Economic Knowledge, and Contingency, Complexity and the Theory of the Firm: Essays in Honour of Brian J Loasby, Vols I and II: Sheila C Dow and Peter E Earl (eds) Cheltenham, Edward Elgar, 1999, Vol I, xxiii+302pp, ISBN 1-85898-725-3, Vol II, xxiii+328 pp, ISBN 1-84064-187-8' in Inf. Econ. Policy?",ASK { <https://dblp.org/rec/journals/iepol/Wakeley01> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/60/1090> . <https://dblp.org/rec/journals/iepol/Wakeley01> <https://dblp.org/rdf/schema#publishedIn> 'Inf. Econ. Policy' },SELECT DISTINCT ?answer WHERE { <https://dblp.org/rec/journals/iepol/Wakeley01> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/60/1090> . <https://dblp.org/rec/journals/iepol/Wakeley01> <https://dblp.org/rdf/schema#publishedIn> ?answer },0.48633831680799433,0.75,"(0.9628018140792847, 0.9598033428192139, 0.961300253868103)"
Was the paper 'Evaluation of multiresolution image fusion algorithms' co-authored by V. J. D. Tsai and Frederic T.?,ASK { <https://dblp.org/rec/conf/igarss/Tsai04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/50/809> . <https://dblp.org/rec/conf/igarss/Tsai04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/30/4974> },ASK { <https://dblp.org/rec/conf/igarss/Tsai04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/50/809> . <https://dblp.org/rec/conf/igarss/Tsai04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/30/4974> },1.0,1.0,"(1.0, 1.0, 1.0)"
Did Ofer Meshi publish in NIPS in the last five years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/91/8411> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> 'NIPS' },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/91/8411> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> 'NIPS' },1.0,1.0,"(1.0, 1.0, 1.0)"
Has Kristina Holst published in DeLFI Workshops in the last 7 years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/151/2065> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-7) . ?x <https://dblp.org/rdf/schema#publishedIn> 'DeLFI Workshops' },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/151/2065> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-7) . ?x <https://dblp.org/rdf/schema#publishedIn> 'DeLFI Workshops' },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"Did the authors Wu, X. and Dominic C. O'Brien co-author the paper 'A Novel Machine Learning-Based Handover Scheme for Hybrid LiFi and WiFi Networks'?",ASK { <https://dblp.org/rec/conf/globecom/WuO20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/120/7802> . <https://dblp.org/rec/conf/globecom/WuO20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/137/9944> },ASK { <https://dblp.org/rec/conf/globecom/WuO20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/120/7802> . <https://dblp.org/rec/conf/globecom/WuO20> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/137/9944> },1.0,1.0,"(1.0, 1.0, 1.0)"
"Have Wang, Mingwei and Zeshui Xu co-authored the paper 'Hospital health-care delivery quality evaluation in Ghana: An integrated medical triangular fuzzy MULTIMOORA approach'?",ASK { <https://dblp.org/rec/journals/isci/LiangLWX22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/00/181-2> . <https://dblp.org/rec/journals/isci/LiangLWX22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/12/1328> },ASK { <https://dblp.org/rec/journals/isci/LiangLWX22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/00/181-2> . <https://dblp.org/rec/journals/isci/LiangLWX22> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/12/1328> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Did Lieven De Strycker publish the paper 'Multipath-assisted angle of arrival indoor positioning system in the 24 GHz and 5 GHz band' in the last nine years?,ASK { <https://dblp.org/rec/conf/ipin/WielandtGS16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/90/6404> . <https://dblp.org/rec/conf/ipin/WielandtGS16> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) },ASK { <https://dblp.org/rec/conf/ipin/WielandtGS16> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/90/6404> . <https://dblp.org/rec/conf/ipin/WielandtGS16> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"Does Wang, Y. have an ORCID?",ASK { <https://dblp.org/pid/88/1373> <https://dblp.org/rdf/schema#orcid> ?x },ASK { <https://dblp.org/pid/88/1373> <https://dblp.org/rdf/schema#orcid> ?orcid },0.537284965911771,0.9705882352941176,"(0.9839666485786438, 0.9826624393463135, 0.9833141565322876)"
Was the paper 'Multi-Task CNN for Classification of Chinese Legal Questions' published by the person Even Chow?,ASK { <https://dblp.org/rec/conf/icebe/XiaoMCCGG17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/210/4847> },ASK { <https://dblp.org/rec/conf/icebe/XiaoMCCGG17> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/210/4847> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"Have Vizzaccaro, Alessandra and Jir\u00ED Blahos co-authored the paper 'Direct computation of nonlinear mapping via normal form for reduced-order models of finite element nonlinear structures'?",ASK { <https://dblp.org/rec/journals/corr/abs-2009-12145> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/270/0136> . <https://dblp.org/rec/journals/corr/abs-2009-12145> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/275/3703> },ASK { <https://dblp.org/rec/journals/corr/abs-2009-12145> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/270/0136> . <https://dblp.org/rec/journals/corr/abs-2009-12145> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/275/3703> },1.0,1.0,"(0.9999998807907104, 0.9999998807907104, 0.9999998807907104)"
"Does Zhu, L. have an ORCID?",ASK { <https://dblp.org/pid/178/6958> <https://dblp.org/rdf/schema#orcid> ?x },ASK { <https://dblp.org/pid/178/6958> <http://xmlns.com/foaf/0.1/page> ?orcid },6.206021746903507e-78,0.9210526315789473,"(0.9466825723648071, 0.9378230571746826, 0.9422319531440735)"
Did the authors R\u00FCdiger S. and Werner R. co-author the paper 'Unit commitment in power generation - a basic model and some extensions'?,ASK { <https://dblp.org/rec/journals/anor/GollmerNRS00> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/4769> . <https://dblp.org/rec/journals/anor/GollmerNRS00> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/WernerRomisch> },ASK { <https://dblp.org/rec/journals/anor/GollmerNRS00> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/4769> . <https://dblp.org/rec/journals/anor/GollmerNRS00> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/WernerRomisch> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Was the paper 'Context-Specific Bayesian Clustering for Gene Expression Data' co-authored by the authors Nir F. and Yoseph Barash?,ASK { <https://dblp.org/rec/journals/jcb/BarashF02> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/249> . <https://dblp.org/rec/journals/jcb/BarashF02> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/64/4220> },ASK { <https://dblp.org/rec/journals/jcb/BarashF02> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/249> . <https://dblp.org/rec/journals/jcb/BarashF02> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/64/4220> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"Did Leedham, Graham and Wang, Lingyu co-author the paper 'A Thermal Hand Vein Pattern Verification System'?",ASK { <https://dblp.org/rec/conf/icapr/WangL05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/l/GrahamLeedham> . <https://dblp.org/rec/conf/icapr/WangL05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/LingyuWang2> },ASK { <https://dblp.org/rec/conf/icapr/WangL05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/l/GrahamLeedham> . <https://dblp.org/rec/conf/icapr/WangL05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/LingyuWang2> },1.0,1.0,"(1.0, 1.0, 1.0)"
"Does the person Arcadio, Francesco have an ORCID?",ASK { <https://dblp.org/pid/224/4058> <https://dblp.org/rdf/schema#orcid> ?x },SELECT DISTINCT ?orcid WHERE { <https://dblp.org/pid/224/4058> <http://xmlns.com/foaf/0.1/homepage> ?orcid },6.7393716283177006e-155,0.6808510638297872,"(0.9200989007949829, 0.8926557302474976, 0.906169593334198)"
Did the author Masashi Hiraoka publish the paper 'Learning with Coherence Patterns in Multivariate Time-series Data via Dynamic Mode Decomposition' in the last 8 years?,ASK { <https://dblp.org/rec/conf/ijcnn/BitoHK19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/249/8218> . <https://dblp.org/rec/conf/ijcnn/BitoHK19> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-8) },ASK { <https://dblp.org/rec/conf/ijcnn/BitoHK19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/249/8218> . <https://dblp.org/rec/conf/ijcnn/BitoHK19> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-8) },1.0,1.0,"(1.0, 1.0, 1.0)"
Has the author Dario Izzo published in CoRR in the last five years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/02/2750> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/02/2750> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> 'CoRR' },1.0,1.0,"(1.0, 1.0, 1.0)"
Has Ming Wan published in IEEE Trans. Medical Imaging in the last seven years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/79/5745> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-7) . ?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Medical Imaging' },ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/79/5745> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-7) . ?x <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Medical Imaging' },1.0,1.0,"(1.0, 1.0, 1.0)"
Did Shigenobu Sasaki publish the paper 'Impact of emission constraints on DS-UWB communications with arbitrary chip-duty'?,ASK { <https://dblp.org/rec/journals/ieiceee/RahmanSZK04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/17/6488> },ASK { <https://dblp.org/rec/journals/ieiceee/RahmanSZK04> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/17/6488> },1.0,1.0,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)"
