Question,GT SPARQL,Generated SPARQL,BLEU,Jaccard,BERTScore
"Mention the papers published by Lattimore, T. and in which year.",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/44/9886> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/44/9886> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer } 
```",0.861173529963367,0.9411764705882353,"(0.9781436324119568, 0.9518617391586304, 0.9648237824440002)"
"Which papers did author Azizoglu, M. publish and in which year?",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/57/842> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/57/842> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer }
```",0.861173529963367,0.9423076923076923,"(0.9789976477622986, 0.9560883641242981, 0.9674074053764343)"
List the titles of the papers that J. B. Barbanel published in the last 5 years and in which venues.,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/87/6999> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/87/6999> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer } 
```",0.9243880458347608,0.9491525423728814,"(0.9814867377281189, 0.9642367959022522, 0.9727852940559387)"
"Which publications did Lysyanskaya, A. author and in which year?",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/3375> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/3375> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer } 
```",0.861173529963367,0.9411764705882353,"(0.9777578115463257, 0.9514459371566772, 0.9644224643707275)"
In which venues did Yunfeng Hong publish papers and what are the titles of these papers?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/213/3436> . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },"SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/213/3436> . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer } 
",1.0,0.9795918367346939,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
List the venues in which Tai Yue published papers in the last 2 years and the titles of these papers.,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/248/3501> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-2) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/248/3501> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-2) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer } 
```",0.9243880458347608,0.9508196721311475,"(0.9818435907363892, 0.9645428657531738, 0.9731163382530212)"
"Which publications did Zhang, Lan author and in which year?",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/2752-2> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/2752-2> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer } 
```",0.861173529963367,0.9423076923076923,"(0.9796029329299927, 0.9541361331939697, 0.966701865196228)"
Who are the co-authors of Sergiy Boroday in the last 5 years and where are they affiliated?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/50/6369> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/50/6369>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/50/6369> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/50/6369>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer } 
```",0.9321022168949714,0.9508196721311475,"(0.9812816977500916, 0.9668171405792236, 0.9739956855773926)"
"List the titles of the papers that Wiewiura, Joachim S. published in the last 3 years and in which venues.",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/217/7573> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/217/7573> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer }
```",0.9243880458347608,0.9491525423728814,"(0.981687068939209, 0.9667346477508545, 0.974153459072113)"
List the titles of the papers that Chia-Hui Tai published in the last 8 years and in which venues.,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/53/3852> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-8) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/53/3852> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-8) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },1.0,1.0,"(1.0, 1.0, 1.0)"
Name the co-authors of Rui Zhang in the last six years and where are they affiliated?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/505> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-6) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/03/505>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/505> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-6) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/03/505>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer }
```",0.9321022168949714,0.95,"(0.9802684783935547, 0.9683732390403748, 0.9742845296859741)"
What are the titles of the papers that the author Xu Wu published in the last two years and in which venues?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/42/989> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-2) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/42/989> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-2) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer }
```",0.9243880458347608,0.9482758620689655,"(0.9816770553588867, 0.9671114683151245, 0.9743398427963257)"
Name the co-authors of Donald W. Bouldin and where are they affiliated?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/3922> . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/70/3922>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/3922> . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/70/3922>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer } 
```",0.9067110266941047,0.9473684210526315,"(0.9774136543273926, 0.9590644836425781, 0.9681521654129028)"
What are the titles of the papers that C. E. Peters published and in which venues?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/5766> . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/5766> . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer }
```",0.8914703664390793,0.94,"(0.9778884053230286, 0.9584890007972717, 0.9680914878845215)"
What are the titles of the papers that the author Daniel Ferreira Coutinho published in the last seven years and in which venues?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/4281> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-7) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/4281> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-7) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer } 
```",0.9243880458347608,0.95,"(0.9815034866333008, 0.9642422199249268, 0.9727962613105774)"
In which venues did C. Ai publish papers and what are the titles of these papers?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/198/7675> . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/198/7675> . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer }
```",0.8914703664390793,0.9423076923076923,"(0.9781244993209839, 0.9587702751159668, 0.9683507084846497)"
"Name the co-authors of Molinos, E. J. and where are they affiliated?",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/64/10830> . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/64/10830>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/64/10830> . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/64/10830>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer } 
```",0.9067110266941047,0.9482758620689655,"(0.9778387546539307, 0.9597512483596802, 0.9687106013298035)"
List the papers published by Matteo Rocca and in which year.,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/2078> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/2078> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y } 
```",4.13876789251507e-78,0.9433962264150944,"(0.9598644971847534, 0.9432235956192017, 0.9514712691307068)"
In which venues did the author Kathrin K. publish papers in the last 3 years and what are the titles of these papers?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/72/6610> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/72/6610> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-3) . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#title> ?secondanswer } 
```",0.9243880458347608,0.95,"(0.981544017791748, 0.9642771482467651, 0.9728339314460754)"
Mention the papers published by Xiangyu L. and in which year.,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/45/63> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/45/63> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer }
```",0.861173529963367,0.9411764705882353,"(0.9778103828430176, 0.9546229839324951, 0.9660775661468506)"
"Mention the other authors with whom Ralyt\u00E9, J. has co-authored papers in the last 9 years and where are they affiliated.",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/79/3065> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/79/3065>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/79/3065> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-9) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/79/3065>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer }
```",0.9321022168949714,0.9516129032258065,"(0.9818805456161499, 0.9694610238075256, 0.9756312370300293)"
"List the co-authors of Choi, S. and where are they affiliated.",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/4669> . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/86/4669>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/4669> . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/86/4669>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer } 
```",0.9067110266941047,0.9464285714285714,"(0.977241039276123, 0.9588527083396912, 0.9679595232009888)"
"List the co-authors of Myers, Brad A. and where are they affiliated.",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/1970> . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/54/1970>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/1970> . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/54/1970>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer } 
```",0.9067110266941047,0.9482758620689655,"(0.9771288633346558, 0.9584938883781433, 0.967721700668335)"
"Name the co-authors of Bayley, Ian in the last 4 years and where are they affiliated?",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/6181> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-4) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/76/6181>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/6181> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-4) . ?x <https://dblp.org/rdf/schema#authoredBy> ?firstanswer FILTER(?firstanswer != <https://dblp.org/pid/76/6181>) . ?firstanswer <https://dblp.org/rdf/schema#primaryAffiliation> ?secondanswer } 
```",0.9321022168949714,0.9508196721311475,"(0.981855571269989, 0.9676026105880737, 0.9746770262718201)"
"Which papers did author Upfal, E. publish and in which year?",SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/u/EliUpfal> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/u/EliUpfal> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer }
```",0.861173529963367,0.9375,"(0.9796725511550903, 0.9572240114212036, 0.9683181643486023)"
What are the papers published by S. Feng and in which year?,SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?firstanswer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/08/8099> . ?firstanswer <https://dblp.org/rdf/schema#yearOfPublication> ?secondanswer },"```sparql
SELECT DISTINCT ?firstanswer ?secondanswer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/08/8099> . ?x <https://dblp.org/rdf/schema#publishedIn> ?firstanswer . ?x <https://dblp.org/rdf/schema#year> ?secondanswer }
```",0.33359103227594633,0.8823529411764706,"(0.958969235420227, 0.9343153238296509, 0.9464817643165588)"
Did A. Hertz publish the paper 'Quelques utilisations de la struction' in the last 5 years?,ASK { <https://dblp.org/rec/journals/dm/Hertz86> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/h/AlainHertz> . <https://dblp.org/rec/journals/dm/Hertz86> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) },"```sparql
ASK { <https://dblp.org/rec/journals/dm/Hertz86> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/h/AlainHertz> . <https://dblp.org/rec/journals/dm/Hertz86> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) } 
```",0.861173529963367,0.9464285714285714,"(0.9856443405151367, 0.9681925773620605, 0.9768405556678772)"
Has the author Liya Wang published in Math. Comput. Model. in the last five years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/3856> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> 'Math. Comput. Model.' },"```sparql
ASK { 
?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/3856> . 
?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . 
FILTER(?y > YEAR(NOW())-5) . 
?x <https://dblp.org/rdf/schema#publishedIn> 'Math. Comput. Model.' 
}
```",0.9021315316859231,0.9482758620689655,"(0.9655399322509766, 0.9303802251815796, 0.9476340413093567)"
Did the author Zhao Zhang publish in NAS in the last five years?,ASK { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/87/6853-10> . ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-5) . ?x <https://dblp.org/rdf/schema#publishedIn> 'NAS' },"```sparql
ASK { 
  ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/87/6853-10> . 
  ?x <https://dblp.org/rdf/schema#yearOfPublication> ?y . 
  FILTER(?y > YEAR(NOW())-5) . 
  ?x <https://dblp.org/rdf/schema#publishedIn> 'NAS' 
}
```",0.8914703664390793,0.9491525423728814,"(0.9632176160812378, 0.9248525500297546, 0.9436453580856323)"
Did Robert Frontczak and F. Daniyal co-author the paper 'Relating Fibonacci Numbers to Bernoulli Numbers via Balancing Polynomials'?,ASK { <https://dblp.org/rec/journals/jintseq/Frontczak19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/9652> . <https://dblp.org/rec/journals/jintseq/Frontczak19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/74/7547> },"```sparql
ASK { 
<https://dblp.org/rec/journals/jintseq/Frontczak19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/9652> .
<https://dblp.org/rec/journals/jintseq/Frontczak19> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/74/7547> 
}
```",0.8070557274927982,0.9574468085106383,"(0.968573272228241, 0.9484617710113525, 0.9584119915962219)"
Does C. M. H. de Figueiredo have an ORCID?,ASK { <https://dblp.org/pid/09/5415> <https://dblp.org/rdf/schema#orcid> ?x },"ASK { <https://dblp.org/pid/09/5415> <https://dblp.org/rdf/schema#hasORCID> ?x } 
",7.262123179505913e-78,0.8536585365853658,"(0.9914292693138123, 0.9832581877708435, 0.9873268008232117)"
Does the person named Dmitry M. Rusakov have an ORCID?,ASK { <https://dblp.org/pid/65/922> <https://dblp.org/rdf/schema#orcid> ?x },"ASK { <https://dblp.org/pid/65/922> <https://www.w3.org/ns/org#orcid> ?o } 
",6.206021746903507e-78,0.7631578947368421,"(0.9577385187149048, 0.9580681324005127, 0.9579033255577087)"
"Did the author Doremieux, O. publish the paper 'The PANTHER database of protein families, subfamilies, functions and pathways' in Nucleic Acids Res.?",ASK { <https://dblp.org/rec/journals/nar/MiLLKVRGMDCKT05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/93/6686> . <https://dblp.org/rec/journals/nar/MiLLKVRGMDCKT05> <https://dblp.org/rdf/schema#publishedIn> 'Nucleic Acids Res.' },"```sparql
ASK { <https://dblp.org/rec/journals/nar/MiLLKVRGMDCKT05> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/93/6686> . <https://dblp.org/rec/journals/nar/MiLLKVRGMDCKT05> <https://dblp.org/rdf/schema#publishedIn> 'Nucleic Acids Res.' }
```",0.8385766789076257,0.9433962264150944,"(0.9815975427627563, 0.9672356843948364, 0.9743636846542358)"
"Did Cragg, P. B. publish the paper 'Margi Levy, Philip Powell, Strategies for Growth in SMEs: The Role of Information and Information Systems, ISBN: 0750663510' in the last six years?",ASK { <https://dblp.org/rec/journals/ipm/Cragg06> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/4077> . <https://dblp.org/rec/journals/ipm/Cragg06> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-6) },"```sparql
ASK { <https://dblp.org/rec/journals/ipm/Cragg06> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/4077> . <https://dblp.org/rec/journals/ipm/Cragg06> <https://dblp.org/rdf/schema#yearOfPublication> ?y . FILTER(?y > YEAR(NOW())-6) }
```",0.861173529963367,0.9482758620689655,"(0.986761212348938, 0.9716008901596069, 0.9791224002838135)"
Was the paper 'Teaching Undergraduate Nursing Students Renal Care in a 3D Gaming Environment' published by Joanne Foster?,ASK { <https://dblp.org/rec/conf/ni/FosterD09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/55/7363> },"```sparql
ASK { <https://dblp.org/rec/conf/ni/FosterD09> <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/55/7363> } 
```",0.6803749333171202,0.9302325581395349,"(0.980539858341217, 0.9490125179290771, 0.964518666267395)"
